SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew
PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min
Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea
Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min
VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust
SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2014-1-1,28,23,18,19,17,15,88,71,45,1013,1011,1008,19,14,10,35,14,,0.00,2,,213
2014-1-2,28,23,18,19,18,16,88,74,46,1013,1011,1009,26,13,10,32,21,,0.00,2,,204
2014-1-3,27,23,19,19,18,18,94,75,48,1010,1009,1007,31,12,3,32,26,,0.00,4,,193
2014-1-4,27,22,18,19,18,14,88,74,46,1007,1006,1005,26,13,9,32,18,,0.00,3,,314
2014-1-5,26,22,18,17,16,14,83,70,46,1006,1004,1003,26,13,10,45,21,,0.00,4,Rain,25
2014-1-6,26,22,18,19,16,14,94,78,61,1010,1008,1007,26,11,4,42,18,,6.10,6,Rain,171
2014-1-7,24,21,18,18,17,16,88,77,59,1011,1009,1008,31,12,10,45,29,,2.03,4,Rain,162
2014-1-8,24,21,18,18,17,16,94,82,62,1012,1010,1008,19,10,0,29,16,47,0.00,5,Fog-Rain,295
2014-1-9,23,20,16,16,15,14,88,75,48,1013,1010,1009,31,12,6,40,19,,5.08,4,Rain,326
2014-1-10,23,20,16,16,13,12,88,65,40,1019,1016,1014,31,11,10,37,24,,0.00,2,Rain,180
2014-1-11,23,19,15,13,12,11,82,61,43,1019,1017,1016,31,15,10,34,19,,0.00,1,,189
2014-1-12,24,20,16,16,13,11,78,61,41,1022,1019,1017,31,13,10,34,19,,0.00,1,,176
2014-1-13,27,22,17,14,13,11,73,54,36,1022,1018,1014,31,13,10,40,31,,0.00,1,,177
2014-1-14,32,22,13,18,13,10,88,58,22,1014,1009,1006,31,19,10,26,16,,0.00,2,,197
2014-1-15,26,22,19,18,15,14,88,67,44,1016,1013,1009,31,15,10,29,21,,0.00,4,,188
2014-1-16,25,21,17,16,15,14,83,69,44,1019,1017,1015,31,27,26,27,18,,0.00,,,196
2014-1-17,26,22,18,18,16,14,83,67,50,1020,1018,1017,31,16,10,34,24,,0.00,1,,186
2014-1-18,26,22,18,15,14,14,78,63,42,1019,1016,1015,19,11,10,42,26,,0.00,1,,190
2014-1-19,26,21,17,16,14,13,83,66,47,1018,1016,1014,31,14,10,45,23,,0.00,1,,203
2014-1-20,27,22,18,17,15,14,77,64,41,1019,1017,1016,31,13,10,48,32,61,0.00,1,,188
2014-1-21,31,25,19,18,16,14,78,58,31,1017,1014,1010,10,10,10,35,24,45,0.00,1,,207
2014-1-22,31,24,18,20,17,14,83,66,35,1010,1008,1007,19,11,10,35,14,,0.00,4,,201
2014-1-23,24,21,18,18,17,15,88,73,51,1011,1010,1008,26,12,8,34,18,,0.00,2,,314
2014-1-24,25,21,18,17,16,12,94,69,41,1017,1012,1010,26,12,6,32,16,,0.00,4,Rain,288
2014-1-25,26,21,16,15,13,12,77,61,37,1017,1016,1015,26,11,10,40,18,,0.00,2,,180
2014-1-26,31,24,18,18,15,10,83,62,32,1015,1013,1011,31,15,10,40,19,,0.00,1,,200
2014-1-27,28,23,19,20,18,17,88,74,53,1011,1010,1009,31,15,10,40,21,,0.00,4,,210
2014-1-28,27,23,18,19,18,17,94,79,60,1012,1010,1008,19,12,8,21,13,,0.76,3,Rain,251
2014-1-29,29,23,18,19,18,16,88,70,42,1014,1011,1008,26,11,9,37,14,,0.00,1,,196
2014-1-30,31,26,21,19,17,15,73,59,40,1014,1012,1011,31,13,10,37,27,,0.00,1,,169
2014-1-31,35,28,20,20,18,15,73,56,28,1012,1008,1004,10,10,10,24,13,,0.00,1,,205
2014-2-1,28,23,18,19,17,16,88,68,51,1015,1010,1006,26,12,10,29,19,,0.00,4,,290
2014-2-2,25,21,18,16,14,12,83,61,40,1016,1015,1014,31,13,10,47,24,,0.00,2,,173
2014-2-3,29,23,18,18,15,13,78,61,38,1013,1010,1007,31,18,10,40,29,,0.00,1,,188
2014-2-4,27,23,19,19,16,14,83,69,51,1011,1008,1005,31,14,10,40,23,50,0.00,2,,203
2014-2-5,24,21,17,16,14,13,83,68,50,1013,1011,1010,31,13,10,42,21,61,0.00,1,,190
2014-2-6,27,22,17,18,16,14,88,67,44,1012,1011,1010,31,15,10,32,18,,0.00,1,,200
2014-2-7,24,20,15,18,16,14,94,75,53,1013,1010,1008,31,12,6,37,18,,0.51,3,Rain,305
2014-2-8,24,20,15,16,13,10,94,66,33,1014,1013,1012,26,12,0,24,11,,0.00,3,Fog-Rain,232
2014-2-9,25,20,14,16,13,11,77,62,43,1013,1012,1011,26,14,10,26,13,,0.00,3,,308
2014-2-10,28,23,17,16,13,4,88,62,13,1014,1012,1010,31,13,10,19,10,,0.00,4,,327
2014-2-11,28,20,13,17,14,11,94,67,39,1013,1012,1010,31,21,2,16,10,,0.00,,Fog,355
2014-2-12,30,24,18,19,18,16,94,70,39,1012,1011,1010,31,16,10,21,11,,0.00,2,,186
2014-2-13,25,22,20,19,17,15,88,71,57,1017,1015,1012,19,12,10,45,26,,0.00,3,,184
2014-2-14,33,26,19,20,18,15,83,60,36,1016,1015,1013,31,14,10,35,21,,0.00,1,,172
2014-2-15,33,28,22,21,19,18,78,64,36,1014,1013,1009,26,16,10,34,16,,0.00,1,,195
2014-2-16,36,28,20,21,19,17,83,61,38,1012,1009,1006,31,22,10,29,18,,0.00,1,,202
2014-2-17,29,26,22,21,19,16,88,69,39,1013,1009,1006,31,14,9,34,13,,0.00,4,,205
2014-2-18,31,27,22,21,20,18,94,68,43,1013,1012,1010,31,12,10,42,31,,0.00,1,,174
2014-2-19,25,22,19,19,18,16,83,72,61,1012,1010,1008,31,14,10,39,18,,1.02,3,,264
2014-2-20,23,20,17,17,12,9,88,59,36,1019,1015,1012,31,12,4,35,23,,0.00,3,Rain,177
2014-2-21,26,21,16,14,12,9,68,55,34,1019,1017,1015,31,14,10,40,26,,0.00,1,,178
2014-2-22,27,22,17,17,16,14,82,67,43,1015,1015,1013,31,13,10,37,19,,0.00,1,,199
2014-2-23,27,22,18,19,17,15,83,68,41,1015,1014,1013,31,13,10,42,26,,0.00,1,,191
2014-2-24,29,24,19,18,17,16,88,68,41,1015,1014,1013,31,12,10,48,35,63,0.00,1,,166
2014-2-25,33,26,19,17,16,14,73,55,30,1015,1014,1012,31,14,10,40,26,,0.00,1,,158
2014-2-26,34,27,20,17,16,14,69,54,26,1012,1009,1007,31,16,10,24,14,,0.00,1,,203
2014-2-27,31,23,15,17,14,13,82,59,29,1008,1007,1005,31,21,6,24,11,,0.00,,,283
2014-2-28,27,21,16,18,16,14,94,77,50,1009,1007,1005,26,12,4,42,21,,0.00,5,Rain,331
2014-3-1,24,20,17,17,16,14,94,75,48,1011,1010,1008,31,10,0,29,16,,0.00,2,Fog,322
2014-3-2,25,21,16,17,15,14,94,76,44,1015,1011,1010,26,11,1,48,21,,4.06,5,Rain,337
2014-3-3,23,19,15,16,12,10,94,62,34,1018,1016,1015,31,14,7,42,19,,0.00,3,Rain,182
2014-3-4,26,21,17,16,14,11,78,62,39,1016,1015,1014,31,16,10,34,23,48,0.00,1,,195
2014-3-5,28,23,17,18,16,14,88,70,42,1015,1013,1011,31,16,10,27,23,40,0.00,1,,216
